ID,Severity,Start_Time,State,City,County,Temperature(F),Visibility(mi),Weather_Condition,Sunrise_Sunset,Description,Distance(mi),Start_Lat,Start_Lng,Amenity,Bump,Crossing,Junction,Traffic_Signal
A-7203392,Minor,2020-04-28T15:23:00Z,AZ,Phoenix,Maricopa,97,10,Fair,Day,At 91st Ave - Accident.,0,33.5088,-112.255,FALSE,FALSE,TRUE,FALSE,TRUE
A-7091554,Minor,2020-06-16T17:22:10Z,VA,Richmond,Richmond City,64,10,Cloudy,Day,At US-33/Staples Mill Rd - Earlier accident.,0,37.57349,-77.48351,FALSE,FALSE,TRUE,FALSE,TRUE
A-7139136,Minor,2020-03-26T15:39:12Z,AZ,Tucson,Pima,61,10,Cloudy,Day,At S Alvernon Way - Accident.,0,32.20685,-110.92668,FALSE,FALSE,TRUE,FALSE,TRUE
A-634430,Minor,2022-04-28T14:06:39Z,CA,Greenbrae,Marin,61,10,Fair,Day,Crash on Bretano Way at Los Cerros Dr.,0,37.948624,-122.5252,FALSE,FALSE,TRUE,FALSE,FALSE
A-554956,Minor,2022-07-26T18:28:48Z,SC,Piedmont,Anderson,82,10,Fair,Day,Crash on SC-153 at I-85 Exit 40.,0,34.77467,-82.462868,FALSE,FALSE,FALSE,TRUE,FALSE
A-7170948,Minor,2020-04-11T10:01:18Z,GA,Atlanta,Cobb,52,10,Fair,Day,Ramp to I-285 Westbound and Cobb Pky - Accident. Hard shoulder blocked.,0,33.89107,-84.46133,FALSE,FALSE,FALSE,TRUE,FALSE
A-549647,Minor,2022-08-01T09:20:04Z,SC,Columbia,Richland,79,10,Partly Cloudy,Day,Crash on US-176 Broad River Rd at Briargate Cir.,0,34.041019,-81.09594,FALSE,FALSE,TRUE,FALSE,FALSE
A-627676,Minor,2022-05-05T09:10:45Z,MA,Arlington,Middlesex,56,10,Fair,Day,Crash on MA-2 Concord Tpke Westbound at Park Ave.,0,42.413654,-71.189987,FALSE,FALSE,FALSE,FALSE,FALSE
A-629292,Minor,2022-05-04T08:39:31Z,FL,Lakeland,Polk,77,10,Fair,Day,Crash on Daughtery Rd at Harbor Dr.,0,28.113689,-81.950142,FALSE,FALSE,FALSE,FALSE,FALSE
A-6989162,Minor,2020-05-29T17:58:28Z,FL,Jacksonville,Duval,80,10,Cloudy,Day,Between US-23/Kings Road/Exit 353 and Golfair Blvd/Exit 355 - Accident. Hard shoulder blocked.,1.225,30.34372,-81.66809,FALSE,FALSE,FALSE,TRUE,FALSE
A-536530,Minor,2022-08-16T06:19:51Z,TN,Memphis,Shelby,73,10,Partly Cloudy,Night,Crash on Perkins Rd at TN-23 Walnut Grove Rd.,0,35.131081,-89.90641,FALSE,FALSE,FALSE,FALSE,FALSE
A-7173767,Minor,2020-04-13T08:56:01Z,NC,Raleigh,Wake,71,10,Cloudy / Windy,Day,Between NC-50/Creedmoor Rd/Exit 9 and Falls of Neuse Rd/Exit 14 - Serious accident.,2.373,35.91219,-78.65511,FALSE,FALSE,FALSE,TRUE,FALSE
A-7079831,Minor,2020-06-11T13:28:36Z,KY,Louisville,Jefferson,80,10,Fair,Day,At KY-1934/Cane Run Rd - Serious accident.,0,38.18717,-85.86216,FALSE,FALSE,FALSE,FALSE,FALSE
A-591200,Minor,2022-06-16T19:11:43Z,NC,Charlotte,Mecklenburg,72,7,Cloudy,Day,Crash on University Executive Park Dr at NC-24 Wt Harris Blvd.,0,35.307705,-80.75232700000002,FALSE,FALSE,TRUE,FALSE,TRUE
A-7187741,Minor,2020-04-20T17:00:18Z,CA,Benicia,Solano,62,10,Cloudy,Day,At Industrial Way - Accident. Hard shoulder blocked.,0,38.06807,-122.12812,FALSE,FALSE,FALSE,FALSE,FALSE
A-514444,Minor,2022-09-07T07:29:05Z,LA,Baton Rouge,East Baton Rouge,75,10,Fair,Day,Crash on LA-408 Hooper Rd at Corlett Dr.,0,30.52655,-91.126266,FALSE,FALSE,FALSE,FALSE,FALSE
A-516560,Minor,2022-09-05T10:29:19Z,SC,Columbia,Richland,76,0.75,Heavy Rain,Day,Crash on Charleswood Dr at Westbridge Rd.,0,34.10434,-80.935753,FALSE,FALSE,FALSE,FALSE,FALSE
A-7046020,Minor,2020-05-22T06:09:31Z,TN,Antioch,Davidson,63,10,Mostly Cloudy,Day,At Mt View Pkwy - Accident.,0,36.04449,-86.65084,FALSE,FALSE,FALSE,FALSE,TRUE
A-595294,Minor,2022-06-13T08:12:13Z,VA,Richmond,Richmond City,91,10,Fair,Day,Crash on 19th St at Bainbridge St.,0,37.518559,-77.45072900000002,FALSE,FALSE,FALSE,FALSE,FALSE
A-6980256,Minor,2020-05-25T18:45:30Z,CA,Pleasanton,Alameda,90,10,Fair,Day,At Santa Rita Rd/Tassajara Rd - Accident. Hard shoulder blocked.,0,37.70144000000001,-121.88303,FALSE,FALSE,FALSE,FALSE,FALSE
A-517575,Minor,2022-09-02T00:45:48Z,CA,Los Angeles,Los Angeles,76,10,Fair,Night,Crash on 3rd St Eastbound at Eastern Ave.,0,34.033352,-118.173897,FALSE,FALSE,TRUE,FALSE,TRUE
A-608750,Minor,2022-05-27T02:16:18Z,OR,Clatskanie,Columbia,57,10,Cloudy,Night,Crash on US-30 near Leloff Ln.,0,46.09603900000001,-123.112106,FALSE,FALSE,FALSE,FALSE,FALSE
A-7166110,Minor,2020-04-09T07:00:00Z,FL,Kissimmee,Osceola,72,10,Mostly Cloudy,Night,Between SR-429-TOLL/Exit 60 and US-192/Exit 64 - Earlier accident.,2.248,28.30076,-81.57529,FALSE,FALSE,FALSE,FALSE,FALSE
A-576084,Minor,2022-07-04T08:37:01Z,CA,San Jose,Santa Clara,66,10,Partly Cloudy,Day,Right hand shoulder blocked due to crash on CA-87 Guadalupe Pkwy Northbound at Exit 6 I-280 .,0,37.322098,-121.890907,FALSE,FALSE,FALSE,FALSE,FALSE
A-7166083,Minor,2020-04-09T18:09:10Z,VA,Richmond,Richmond City,72,10,Fair,Day,At Roanoke St - Earlier accident.,0,37.51217000000001,-77.4636,FALSE,FALSE,TRUE,FALSE,TRUE
A-7007290,Minor,2020-05-01T03:20:11Z,CA,Pleasanton,Alameda,50,10,Fair,Night,At Sunol Blvd - Accident. Hard shoulder blocked.,0,37.63689,-121.88416,FALSE,FALSE,FALSE,TRUE,FALSE
A-7191710,Minor,2020-04-22T15:28:57Z,AZ,Tucson,Pima,81,10,Fair,Day,At W Ruthrauff Rd - Accident.,0,32.28707,-111.01191,FALSE,FALSE,TRUE,FALSE,FALSE
A-597499,Minor,2022-06-10T06:39:29Z,CO,Commerce City,Adams,59,10,Fair,Day,Crash on Brighton Blvd between 77th Ave and 74th Ave.,1.2899999618530271,39.83075,-104.92659,FALSE,FALSE,FALSE,FALSE,FALSE
A-569693,Minor,2022-07-11T15:52:25Z,CA,North Highlands,Sacramento,100,10,Fair,Day,Crash on I-80 Westbound at Exit 94A / I-80-BR .,0,38.644989,-121.388252,FALSE,FALSE,FALSE,FALSE,FALSE
A-7167709,Minor,2020-04-09T16:19:41Z,CA,Fresno,Fresno,60,10,Mostly Cloudy,Day,At N Brawley Ave - Accident. Hard shoulder blocked.,0,36.75,-119.86202,FALSE,FALSE,FALSE,FALSE,FALSE
A-7126962,Minor,2020-03-20T09:24:42Z,CA,Los Gatos,Santa Clara,53,10,Fair,Day,At Summit Rd - Accident. Hard shoulder blocked.,0,37.14435,-121.98468,FALSE,FALSE,FALSE,TRUE,FALSE
A-204203,Minor,2016-11-07T17:21:06Z,MA,North Billerica,Middlesex,41,10,Clear,Night,Multi-vehicle accident on MA-4 Nashua Rd near Riveredge Rd.,0.01,42.535835,-71.300911,FALSE,FALSE,FALSE,FALSE,FALSE
A-529423,Minor,2022-08-23T08:26:18Z,TX,Austin,Williamson,74,3,Light Rain,Day,Crash on RM-620 at Anderson Mill Rd.,0,30.455427,-97.825821,FALSE,FALSE,FALSE,FALSE,TRUE
A-588864,Minor,2022-06-20T06:58:53Z,NY,Rome,Oneida,NA,10,Fair,Day,Crash on CR-53 Stokes Westernville Rd at NY-26.,0,43.30347800000001,-75.47319,FALSE,FALSE,FALSE,FALSE,FALSE
A-638052,Minor,2022-04-26T08:11:52Z,FL,Orlando,Orange,68,10,Fair,Day,Crash on Westwood Blvd near Hawthorn Suites Entr.,0,28.418945,-81.466461,FALSE,FALSE,FALSE,FALSE,FALSE
A-7176092,Minor,2020-04-14T12:30:46Z,FL,Gotha,Orange,86,10,Mostly Cloudy,Day,At SR-408/East-West Expy/N Clarke Rd - Accident.,0,28.5517,-81.52041,FALSE,FALSE,TRUE,FALSE,TRUE
A-7007105,Minor,2020-05-01T22:21:53Z,AZ,Chandler,Maricopa,88,10,Fair,Night,At Warner Rd/Exit 58 - Accident. Right lane blocked.,0,33.32932,-111.89323,FALSE,FALSE,FALSE,FALSE,FALSE
A-7187207,Minor,2020-04-20T14:21:37Z,TN,Nashville,Davidson,70,10,Fair,Day,At TN-253/Concord Rd - Accident.,0,36.04248,-86.71294,FALSE,FALSE,TRUE,FALSE,TRUE
A-704775,Minor,2022-02-18T16:48:10Z,NC,Charlotte,Mecklenburg,62,10,Fair,Day,Crash on Commonwealth Ave at Rockway Dr.,0,35.211788,-80.79875200000002,FALSE,FALSE,FALSE,FALSE,FALSE
A-571972,Minor,2022-07-08T07:58:36Z,FL,Orlando,Orange,79,10,Partly Cloudy,Day,Crash on Boggy Creek Rd at Wetherbee Rd.,0,28.394592,-81.326385,FALSE,FALSE,TRUE,FALSE,TRUE
A-580187,Minor,2022-06-29T06:54:58Z,VA,Chester,Chesterfield,62,10,Fair,Day,Crash on Old Bermuda Hundred Rd both ways at Golf Course Rd.,0,37.344349,-77.369362,FALSE,FALSE,FALSE,FALSE,FALSE
A-7181441,Minor,2020-04-16T21:18:44Z,CA,San Francisco,San Francisco,55,10,Cloudy,Night,At Army St/Potrero Ave - Accident. Hard shoulder blocked.,0,37.74492,-122.40505,FALSE,FALSE,FALSE,TRUE,FALSE
A-533527,Minor,2022-08-18T16:43:36Z,MI,Grand Rapids,Kent,78,10,Mostly Cloudy,Day,Crash on M-11 28th St at Kalamazoo Ave.,0,42.912651,-85.628036,FALSE,FALSE,TRUE,FALSE,TRUE
A-7120970,Minor,2020-03-18T14:38:47Z,OR,Portland,Clackamas,55,10,Fair,Day,At SE Clackamas Rd - Accident.,0,45.41609,-122.57876,FALSE,FALSE,FALSE,FALSE,FALSE
A-7100554,Minor,2020-06-19T10:31:30Z,AZ,Tucson,Pima,87,10,Fair,Day,At W Naranja Dr - Accident.,0,32.39532,-110.99568,FALSE,FALSE,TRUE,FALSE,TRUE
A-528445,Minor,2022-08-24T08:04:01Z,IL,Bartlett,DuPage,68,10,Fair,Day,Crash on Valleyview Dr near Ladysmith Rd.,0,41.975719,-88.155739,FALSE,FALSE,FALSE,FALSE,FALSE
A-626664,Minor,2022-05-11T07:31:45Z,AL,Birmingham,Jefferson,70,10,Fair,Day,Right hand shoulder blocked due to crash on I-459 Northbound at Exit 29 I-20 Exit 136.,0,33.554297999999996,-86.640953,FALSE,FALSE,FALSE,FALSE,FALSE
A-559303,Minor,2022-07-21T17:16:10Z,MA,Sherborn,Middlesex,87,10,Fair,Day,Crash on MA-27 Main St both ways at Snow St.,0,42.216869,-71.36196899999999,FALSE,FALSE,FALSE,FALSE,FALSE
A-619239,Minor,2022-05-17T16:55:59Z,CA,Mill Valley,Marin,70,10,Fair,Day,Multi-vehicle crash on CA-131 Tiburon Blvd Eastbound at Redwood Hwy.,0,37.902481,-122.512901,FALSE,FALSE,TRUE,FALSE,TRUE
A-7154232,Minor,2020-04-03T14:15:47Z,CA,Fremont,Alameda,61,10,Fair,Day,At Stevenson Blvd - Accident. Hard shoulder blocked.,0,37.52,-121.98297,FALSE,FALSE,FALSE,FALSE,FALSE
A-526252,Minor,2022-08-25T05:05:22Z,CO,Arvada,Jefferson,61,10,Fair,Night,Crash on Chase Dr at CR-8 80th Ave.,0,39.841801,-105.057518,FALSE,FALSE,FALSE,FALSE,FALSE
A-7041065,Minor,2020-05-20T13:20:18Z,TN,Hermitage,Davidson,69,10,Mostly Cloudy,Day,At Chandler Rd - Accident.,0,36.19184,-86.6159,FALSE,FALSE,FALSE,FALSE,FALSE
A-7075664,Minor,2020-06-09T13:59:15Z,LA,Baton Rouge,East Baton Rouge,90,10,Mostly Cloudy,Day,At LA-30/Nicholson Dr - Accident.,0,30.35382,-91.1282,FALSE,FALSE,FALSE,FALSE,FALSE
A-522789,Minor,2022-08-30T08:01:17Z,MA,Lancaster,Worcester,76,10,Fair,Day,Left lane blocked due to crash on MA-2 Eastbound before Shirley Rd.,0,42.515697,-71.664009,FALSE,FALSE,FALSE,FALSE,FALSE
A-525480,Minor,2022-08-26T13:53:23Z,CA,Discovery Bay,Contra Costa,88,10,Fair,Day,Crash on CR-J4 Byron Hwy Northbound near Clifton Ct.,0,37.838348,-121.612251,FALSE,FALSE,FALSE,FALSE,FALSE
A-624365,Minor,2022-05-12T08:24:49Z,VA,Richmond,Henrico,60,5,Light Drizzle,Day,Crash on VA-197 Laburnum Ave at Creighton Rd.,0,37.561592,-77.37526700000002,FALSE,FALSE,FALSE,FALSE,TRUE
A-528041,Minor,2022-08-24T16:22:17Z,KY,Lexington,Fayette,86,10,Fair,Day,Crash on KY-922 Oliver Lewis Way at US-25 Main St.,0,38.05415,-84.505753,FALSE,FALSE,TRUE,FALSE,TRUE
A-7203170,Minor,2020-04-28T16:46:48Z,TN,Nashville,Davidson,77,10,Partly Cloudy / Windy,Day,At US-70/Lebanon Pike - Accident.,0,36.1537,-86.7215,FALSE,FALSE,FALSE,FALSE,TRUE
A-617746,Minor,2022-05-19T08:02:34Z,FL,Riverview,Hillsborough,73,10,Fair,Day,Crash on Gibsonton Dr near Mathog Rd.,0,27.857115000000004,-82.333389,FALSE,FALSE,TRUE,FALSE,TRUE
A-7161265,Minor,2020-04-07T16:20:42Z,VA,Richmond,Richmond City,79,10,Fair,Day,At Midlothian Tpke/E Roanoke St - Earlier accident.,0,37.5103,-77.47465,FALSE,FALSE,FALSE,FALSE,TRUE
A-613293,Minor,2022-05-24T06:47:31Z,MA,Roxbury,Suffolk,55,10,Mostly Cloudy,Day,Crash on Norfolk Ave at Shirley St.,0,42.32502,-71.069168,FALSE,FALSE,FALSE,FALSE,TRUE
A-523020,Minor,2022-08-30T04:36:01Z,FL,Tampa,Hillsborough,80,10,Fair,Night,Earlier crash on Bayside Village Dr near Seashell Ln.,0,27.980989,-82.57650799999998,FALSE,FALSE,FALSE,FALSE,FALSE
A-576078,Minor,2022-07-04T09:18:01Z,CA,Mission Viejo,Orange,69,10,Cloudy,Day,Crash on I-5 Southbound at Exit 88 Oso Pkwy.,0,33.580376,-117.671654,FALSE,FALSE,FALSE,FALSE,FALSE
